pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE,0.9185750636132316,0.9994384836022036,0.028362848715164396,0.22901461287343672,0.7149259481480063,46,
GOBP_ADAPTIVE_IMMUNE_RESPONSE,0.6364692218350755,0.9994384836022036,0.04148804020022096,0.265407780728451,0.9188817974796868,87,
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.2888086642599278,0.9994384836022036,0.08130273453844984,0.3415585891616191,1.1145415855364291,57,
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,0.5965130759651308,0.9994384836022036,0.047638725929082505,0.2937327644539745,0.9286556412434493,48,
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.2790091264667536,0.9994384836022036,0.08756971155485113,0.37275923873116706,1.1302747193958795,37,
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,0.23631123919308358,0.9994384836022036,0.10319746694530717,0.4482267958456951,1.1919694779543208,19,
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,0.910757946210269,0.9994384836022036,0.02674567414325929,0.22162718960080002,0.7155789543779638,53,
GOBP_ANIMAL_ORGAN_MORPHOGENESIS,0.4667535853976532,0.9994384836022036,0.06116926267466889,0.3398172568692033,1.0147990560919455,33,
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.9806201550387597,0.9994384836022036,0.025762962983741436,0.18924421335694674,0.571989780125827,35,
GOBP_APOPTOTIC_SIGNALING_PATHWAY,0.8269720101781171,0.9994384836022036,0.03352971671412071,0.25267503588855705,0.7887878303459602,46,
GOBP_BEHAVIOR,0.31543624161073824,0.9994384836022036,0.14205664357582118,-0.3421408062132711,-1.096950293207298,22,
GOBP_BIOLOGICAL_ADHESION,0.5342312008978676,0.9994384836022036,0.04792589670581297,0.2732342040549769,0.9706023242585731,106,
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,0.9164179104477612,0.9994384836022036,0.03622547558572541,0.24760790566548951,0.635834357627511,16,
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,0.5240174672489083,0.9994384836022036,0.04754341942013011,0.26834915228605594,0.9798993336115824,140,
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,0.7955182072829131,0.9994384836022036,0.03984069460738987,0.27619279726099094,0.7741206064717581,24,
GOBP_BLOOD_VESSEL_MORPHOGENESIS,0.8207792207792208,0.9994384836022036,0.03486521968329424,0.2552520489166281,0.7728051130442393,36,
GOBP_B_CELL_ACTIVATION,0.19240506329113924,0.9433526011560693,0.10797236031734525,0.38734221103270894,1.2065858642511247,44,
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.010276614031094452,0.5605702104548055,0.3807304007227924,0.6426750981841556,1.6503306189632452,16,
GOBP_B_CELL_DIFFERENTIATION,0.2177650429799427,0.9714420580599481,0.10797236031734525,0.4485380183531747,1.210054106188519,20,
GOBP_B_CELL_MEDIATED_IMMUNITY,0.03938115330520394,0.7522388059701494,0.27128855468895297,0.5418636179331557,1.5059345889465254,23,
GOBP_B_CELL_PROLIFERATION,0.623249299719888,0.9994384836022036,0.05101141320391501,0.3201512484955426,0.8973285368259092,24,
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.4789156626506024,0.9994384836022036,0.10512513159700079,-0.33055282833712024,-0.9687184835515064,16,
GOBP_CALCIUM_ION_TRANSPORT,0.5252100840336135,0.9994384836022036,0.05896944666909967,0.3430043033550217,0.9613816941239794,24,
